,section.id,country,city,country_c,city_c,valid,protest,tt,rr,cc,kk,vm,po
107,322200089,Ireland,Dublin,<U+0418><U+0440><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>,"<U+0414><U+044A><U+0431><U+043B><U+0438><U+043D>	",439,30,86,102,70,79,35,2
108,322200090,Ireland,Shannon,<U+0418><U+0440><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>,"<U+0428><U+0430><U+043D><U+044A><U+043D>	",106,13,15,13,17,21,4,1
109,322300091,Spain,Alicante,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+0410><U+043B><U+0438><U+043A><U+0430><U+043D><U+0442><U+0435>,258,25,29,44,65,46,22,0
110,322300105,Spain,Aranda de Duaro,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+0410><U+0440><U+0430><U+043D><U+0434><U+0430> <U+0434>,0,0,5,65,40,43,16,8
111,322300092,Spain,Arecife,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+0410><U+0440><U+0440><U+0435><U+0441><U+0438><U+0444><U+0435>,70,7,5,10,8,14,9,0
112,322300106,Spain,Barcelona,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+0411><U+0430><U+0440><U+0441><U+0435><U+043B><U+043E><U+043D>,684,30,101,135,128,178,57,2
113,322300117,Spain,Benidorm,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+0411><U+0435><U+043D><U+0438><U+0434><U+043E><U+0440><U+043C>,285,28,14,55,73,71,19,1
114,322300107,Spain,Burgos,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+0411><U+0443><U+0440><U+0433><U+043E><U+0441>	",263,18,11,66,59,66,15,1
115,322300108,Spain,Valencia,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+0412><U+0430><U+043B><U+0435><U+043D><U+0441><U+0438><U+044F>,824,70,56,157,200,187,60,5
116,322300102,Spain,Valladolid,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+0412><U+0430><U+043B><U+044F><U+0434><U+043E><U+043B><U+0438>,379,20,17,93,95,91,26,1
117,322300093,Spain,Gandia,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+0413><U+0430><U+043D><U+0434><U+0438><U+044F>	",655,73,20,154,179,128,37,2
118,322300109,Spain,Castellon,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+041A><U+0430><U+0441><U+0442><U+0435><U+0439><U+043E><U+043D>,143,20,7,20,38,26,11,3
119,322300115,Spain,Las Palmas de Gran Canaria,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+041B><U+0430><U+0441> <U+043F><U+0430><U+043B><U+043C>,100,6,23,15,18,11,8,2
120,322300095,Spain,Lerida,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+041B><U+0435><U+0440><U+0438><U+0434><U+0430>	",283,28,11,69,49,80,17,1
121,322300096,Spain,Logrono,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+041B><U+043E><U+0433><U+0440><U+043E><U+043D><U+044C><U+043E>,102,11,3,22,24,13,15,1
122,322300110,Spain,Madrid,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+041C><U+0430><U+0434><U+0440><U+0438><U+0434>	",603,39,62,132,124,140,34,5
123,322300111,Spain,Madrid,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+041C><U+0430><U+0434><U+0440><U+0438><U+0434>	",426,35,18,97,130,79,31,1
124,322300303,Spain,Madrid,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+041C><U+0430><U+0434><U+0440><U+0438><U+0434>	",528,44,42,117,130,98,40,7
125,322300304,Spain,Madrid,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+041C><U+0430><U+0434><U+0440><U+0438><U+0434>	",530,44,48,101,135,106,44,3
126,322300097,Spain,Malaga,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+041C><U+0430><U+043B><U+0430><U+0433><U+0430>	",410,36,32,94,106,79,20,2
127,322300112,Spain,Murcia,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+041C><U+0443><U+0440><U+0441><U+0438><U+044F>	",325,36,8,56,80,57,50,2
128,322300098,Spain,Palencia,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+041F><U+0430><U+043B><U+0435><U+043D><U+0441><U+0438><U+044F>,112,4,7,23,30,26,6,3
129,322300099,Spain,Palma de Majorca Beleares,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+041F><U+0430><U+043B><U+043C><U+0430> <U+0434><U+0430>,810,56,46,152,225,189,52,2
130,322300100,Spain,Pamplona,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+041F><U+0430><U+043C><U+043F><U+043B><U+043E><U+043D><U+0430>,475,47,25,122,127,64,62,15
131,322300113,Spain,Reus,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+0420><U+0435><U+0443><U+0441>	",229,28,6,27,71,51,25,0
132,322300101,Spain,Santa Cruz de Tenerife,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+0421><U+0430><U+043D><U+0442><U+0430> <U+041A><U+0440>,102,9,16,19,19,10,17,0
133,322300104,Spain,Zaragoza,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+0421><U+0430><U+0440><U+0430><U+0433><U+043E><U+0441><U+0430>,223,16,12,46,49,55,23,2
134,322300116,Spain,Segovia,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+0421><U+0435><U+0433><U+043E><U+0432><U+0438><U+044F>	",288,21,9,77,69,68,24,2
135,322300114,Spain,Torrevieja,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+0422><U+043E><U+0440><U+0435><U+0432><U+0438><U+0435><U+0445>,384,42,17,66,88,89,32,2
136,322300103,Spain,Xativa,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+0425><U+0430><U+0442><U+0438><U+0432><U+0430>	",532,52,16,115,139,107,45,2
137,322300094,Spain,Xetafe,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+0425><U+0435><U+0442><U+0430><U+0444><U+0435>	",740,53,36,192,167,167,51,2
138,322400120,Italy,Castelmare di Stabia,<U+0418><U+0442><U+0430><U+043B><U+0438><U+044F>,<U+041A><U+0430><U+0441><U+0442><U+0435><U+043B><U+0430><U+043C><U+0430>,112,9,4,37,18,11,13,2
139,322400121,Italy,Milano,<U+0418><U+0442><U+0430><U+043B><U+0438><U+044F>,<U+041C><U+0438><U+043B><U+0430><U+043D><U+043E>-<U+0433><U+0435>,743,25,113,175,139,158,59,2
140,322400122,Italy,Napoli,<U+0418><U+0442><U+0430><U+043B><U+0438><U+044F>,"<U+041D><U+0435><U+0430><U+043F><U+043E><U+043B>	",234,21,19,60,40,51,26,2
141,322400123,Italy,Pisa,<U+0418><U+0442><U+0430><U+043B><U+0438><U+044F>,"<U+041F><U+0438><U+0437><U+0430>	",192,5,7,74,41,25,18,0
142,322400124,Italy,Rome,<U+0418><U+0442><U+0430><U+043B><U+0438><U+044F>,"<U+0420><U+0438><U+043C>	",442,19,57,114,93,74,32,2
143,322400125,Italy,Rimini,<U+0418><U+0442><U+0430><U+043B><U+0438><U+044F>,"<U+0420><U+0438><U+043C><U+0438><U+043D><U+0438>	",224,30,9,56,63,27,15,0
144,322400119,Italy,Sant'Eufemia d'Aspromonte,<U+0418><U+0442><U+0430><U+043B><U+0438><U+044F>,<U+0421><U+0430><U+043D><U+0442>`<U+0415><U+0443><U+0444><U+0435>,73,0,4,19,15,3,8,0
145,322400126,Italy,Sienna,<U+0418><U+0442><U+0430><U+043B><U+0438><U+044F>,"<U+0421><U+0438><U+0435><U+043D><U+0430>	",132,7,14,40,17,19,16,2
146,322400118,Italy,Foggia,<U+0418><U+0442><U+0430><U+043B><U+0438><U+044F>,"<U+0424><U+043E><U+0434><U+0436><U+0430>	",98,6,10,27,15,0,12,1
147,322500127,Jordan,Aman,<U+0419><U+043E><U+0440><U+0434><U+0430><U+043D><U+0438><U+044F>,"<U+0410><U+043C><U+0430><U+043D>	",76,1,9,24,9,16,1,0
148,322600128,Kazakhstan,Astana,<U+041A><U+0430><U+0437><U+0430><U+0445><U+0441><U+0442><U+0430><U+043D>,<U+0410><U+0441><U+0442><U+0430><U+043D><U+0430>,26,1,1,9,11,1,0,0
149,322700135,Canada,Brampton,<U+041A><U+0430><U+043D><U+0430><U+0434><U+0430>,"<U+0411><U+0440><U+0430><U+043C><U+043F><U+0442><U+044A><U+043D>	",311,25,48,110,52,43,15,0
150,322700133,Canada,Vancouver,<U+041A><U+0430><U+043D><U+0430><U+0434><U+0430>,"<U+0412><U+0430><U+043D><U+043A><U+0443><U+0432><U+044A><U+0440>	",229,12,59,64,47,11,1,1
151,322700134,Canada,Calgary,<U+041A><U+0430><U+043D><U+0430><U+0434><U+0430>,"<U+041A><U+0430><U+043B><U+0433><U+0430><U+0440><U+0438>	",193,5,56,56,27,21,7,1
152,322700131,Canada,Cote de Nege,<U+041A><U+0430><U+043D><U+0430><U+0434><U+0430>,<U+041A><U+043E><U+0442> <U+0434><U+0435> <U+041D><U+0435>,306,22,67,96,44,37,12,2
153,322700132,Canada,Montreal,<U+041A><U+0430><U+043D><U+0430><U+0434><U+0430>,"<U+041C><U+043E><U+043D><U+0440><U+0435><U+0430><U+043B>	",393,28,78,118,56,55,18,2
154,322700129,Canada,Otawa,<U+041A><U+0430><U+043D><U+0430><U+0434><U+0430>,"<U+041E><U+0442><U+0430><U+0432><U+0430>	",190,5,52,55,31,17,2,0
155,322700130,Canada,Toronto,<U+041A><U+0430><U+043D><U+0430><U+0434><U+0430>,"<U+0422><U+043E><U+0440><U+043E><U+043D><U+0442><U+043E>	",404,14,84,120,78,55,15,1
156,322800136,Qatar,Doha,<U+041A><U+0430><U+0442><U+0430><U+0440>,"<U+0414><U+043E><U+0445><U+0430>	",105,6,21,28,22,8,5,1
157,322900138,Cyprus,Larnaka,<U+041A><U+0438><U+043F><U+044A><U+0440>,"<U+041B><U+0430><U+0440><U+043D><U+0430><U+043A><U+0430>	",490,34,19,67,153,92,61,5
158,322900139,Cyprus,Limsasol,<U+041A><U+0438><U+043F><U+044A><U+0440>,"<U+041B><U+0438><U+043C><U+0430><U+0441><U+043E><U+043B>	",495,33,31,74,130,121,48,3
159,322900137,Cyprus,Nicosia,<U+041A><U+0438><U+043F><U+044A><U+0440>,"<U+041D><U+0438><U+043A><U+043E><U+0437><U+0438><U+044F>	",496,37,22,84,185,95,31,2
160,322900142,Cyprus,Paralimini,<U+041A><U+0438><U+043F><U+044A><U+0440>,<U+041F><U+0430><U+0440><U+0430><U+043B><U+0438><U+043C><U+0438><U+043D><U+0438>,362,35,13,52,112,78,42,1
161,322900140,Cyprus,Paphos,<U+041A><U+0438><U+043F><U+044A><U+0440>,"<U+041F><U+0430><U+0444><U+043E><U+0441>	",398,36,20,53,139,80,53,1
162,322900141,Cyprus,Polis Hrisous,<U+041A><U+0438><U+043F><U+044A><U+0440>,<U+041F><U+043E><U+043B><U+0438><U+0441> <U+0425><U+0440><U+0438><U+0441>,166,20,6,15,43,41,20,1
163,323000143,China,Beijing,<U+041A><U+0438><U+0442><U+0430><U+0439>,"<U+041F><U+0435><U+043A><U+0438><U+043D>	",67,1,9,19,19,9,2,1
164,323000144,China,Shanghai,<U+041A><U+0438><U+0442><U+0430><U+0439>,"<U+0428><U+0430><U+043D><U+0445><U+0430><U+0439>	",55,4,14,19,5,0,6,0
165,323100145,Kosovo,Pristina,<U+041A><U+043E><U+0441><U+043E><U+0432><U+043E>,"<U+041F><U+0440><U+0438><U+0449><U+0438><U+043D><U+0430>	",57,2,5,26,4,10,2,0
166,323300147,Cuba,Havanna,<U+041A><U+0443><U+0431><U+0430>,"<U+0425><U+0430><U+0432><U+0430><U+043D><U+0430>	",36,2,7,18,1,1,0,2
167,323400148,Kuwait,Kuwait,<U+041A><U+0443><U+0432><U+0435><U+0439><U+0442>,"<U+041A><U+0443><U+0432><U+0435><U+0439><U+0442>	",170,13,51,35,22,23,9,2
168,323500149,Lebanon,Beirut,<U+041B><U+0438><U+0432><U+0430><U+043D>,"<U+0411><U+0435><U+0439><U+0440><U+0443><U+0442>	",89,4,8,30,16,15,7,1
169,323700152,Lithuania,Klaipeda,<U+041B><U+0438><U+0442><U+0432><U+0430>,"<U+041A><U+043B><U+0430><U+0439><U+043F><U+0435><U+0434><U+0430>	",71,11,4,22,12,7,7,0
170,323800153,Luxemburg,Luxemburg,<U+041B><U+044E><U+043A><U+0441><U+0435><U+043C><U+0431><U+0443><U+0440><U+0433>,<U+041B><U+044E><U+043A><U+0441><U+0435>,538,38,194,120,62,41,15,1
171,324100156,Malta,St Julian,<U+041C><U+0430><U+043B><U+0442><U+0430>,<U+0421><U+0435><U+0439><U+043D><U+0442> <U+0414><U+0436><U+0443><U+043B>,572,52,61,100,114,98,80,3
172,323900154,Morocco,Rabat,<U+041C><U+0430><U+0440><U+043E><U+043A><U+043E>,"<U+0420><U+0430><U+0431><U+0430><U+0442>	",66,1,15,14,13,15,3,0
173,324000155,Mexico,Mexico City,<U+041C><U+0435><U+043A><U+0441><U+0438><U+043A><U+043E>,"<U+041C><U+0435><U+043A><U+0441><U+0438><U+043A><U+043E>	",68,6,12,9,22,8,5,0
174,324200157,Moldova,Kishinew,<U+041C><U+043E><U+043B><U+0434><U+043E><U+0432><U+0430>,"<U+041A><U+0438><U+0448><U+0438><U+043D><U+0435><U+0432>	",218,8,7,115,27,34,4,1
175,324200158,Moldova,Tarakliya,<U+041C><U+043E><U+043B><U+0434><U+043E><U+0432><U+0430>,<U+0422><U+0430><U+0440><U+0430><U+043A><U+043B><U+0438><U+044F>,438,10,4,208,69,43,23,3
176,324400167,Nigeria,Abuja,<U+041D><U+0438><U+0433><U+0435><U+0440><U+0438><U+044F>,"<U+0410><U+0431><U+0443><U+0434><U+0436><U+0430>	",37,2,8,14,4,4,3,0
177,324300162,Netherlands,Eindhoven,<U+041D><U+0438><U+0434><U+0435><U+0440><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>,<U+0410><U+0439><U+043D><U+0434>,201,21,60,46,22,21,12,2
178,324300160,Netherlands,Amsterdam,<U+041D><U+0438><U+0434><U+0435><U+0440><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>,<U+0410><U+043C><U+0441><U+0442>,580,37,220,71,89,73,31,3
179,324300163,Netherlands,Gronningen,<U+041D><U+0438><U+0434><U+0435><U+0440><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>,<U+0413><U+0440><U+044C><U+043E>,178,6,65,32,18,17,16,1
180,324300164,Netherlands,Enschede,<U+041D><U+0438><U+0434><U+0435><U+0440><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>,<U+0415><U+043D><U+0441><U+0445>,108,10,27,17,21,14,5,1
181,324300165,Netherlands,Maastricht,<U+041D><U+0438><U+0434><U+0435><U+0440><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>,<U+041C><U+0430><U+0430><U+0441>,339,27,118,68,31,28,30,1
182,324300161,Netherlands,Rotterdam,<U+041D><U+0438><U+0434><U+0435><U+0440><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>,<U+0420><U+043E><U+0442><U+0435>,253,24,88,53,29,16,15,2
183,324300166,Netherlands,Utrecht,<U+041D><U+0438><U+0434><U+0435><U+0440><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>,<U+0423><U+0442><U+0440><U+0435>,182,12,57,29,26,22,14,4
184,324300159,Netherlands,Hague,<U+041D><U+0438><U+0434><U+0435><U+0440><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>,<U+0425><U+0430><U+0433><U+0430>,481,36,103,90,84,55,43,19
185,324600174,New Zealand,Oakland,<U+041D><U+043E><U+0432><U+0430> <U+0417><U+0435><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>,<U+041E><U+043A>,93,2,27,19,16,7,2,1
186,324500173,Norway,Bergen,<U+041D><U+043E><U+0440><U+0432><U+0435><U+0433><U+0438><U+044F>,"<U+0411><U+0435><U+0440><U+0433><U+0435><U+043D>	",94,5,12,14,18,13,9,0
187,324500170,Norway,Kristiansand,<U+041D><U+043E><U+0440><U+0432><U+0435><U+0433><U+0438><U+044F>,<U+041A><U+0440><U+0438><U+0441><U+0442><U+0438><U+0430>,40,2,6,6,5,7,7,0
188,324500168,Norway,Oslo,<U+041D><U+043E><U+0440><U+0432><U+0435><U+0433><U+0438><U+044F>,"<U+041E><U+0441><U+043B><U+043E>	",305,33,55,58,57,52,16,4
189,324500171,Norway,Stavanger,<U+041D><U+043E><U+0440><U+0432><U+0435><U+0433><U+0438><U+044F>,<U+0421><U+0442><U+0430><U+0432><U+0430><U+043D><U+0433>,154,13,24,36,20,31,17,1
190,324500172,Norway,Tromso,<U+041D><U+043E><U+0440><U+0432><U+0435><U+0433><U+0438><U+044F>,<U+0422><U+0440><U+043E><U+043C><U+0441><U+044C><U+043E>,81,9,14,10,15,11,12,0
191,324500169,Norway,Froja,<U+041D><U+043E><U+0440><U+0432><U+0435><U+0433><U+0438><U+044F>,<U+0424><U+0440><U+043E><U+044F>/<U+0421><U+0438>,76,2,11,14,17,14,7,0
192,324700175,UAE,Dubai,<U+041E><U+0410><U+0415>,"<U+0414><U+0443><U+0431><U+0430><U+0439>	",314,14,89,53,52,55,19,3
193,324800176,Palestine,Ramallah,<U+041F><U+0430><U+043B><U+0435><U+0441><U+0442><U+0438><U+043D><U+0441><U+043A><U+0430> <U+0432><U+043B><U+0430><U+0441><U+0442>,,25,5,1,15,0,0,0,0
194,324900177,Poland,Warsaw,<U+041F><U+043E><U+043B><U+0448><U+0430>,"<U+0412><U+0430><U+0440><U+0448><U+0430><U+0432><U+0430>	",230,10,66,57,33,29,9,2
195,325000178,Portugal,Lisbon,<U+041F><U+043E><U+0440><U+0442><U+0443><U+0433><U+0430><U+043B><U+0438><U+044F>,<U+041B><U+0438><U+0441><U+0430><U+0431>,288,20,47,78,61,57,6,0
196,323200146,Korea,Seul,<U+0420><U+0435><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041A><U+043E><U+0440><U+0435><U+044F>,,35,1,21,7,4,1,0,0
197,323600151,Macedonia,Bitolia,<U+0420><U+0435><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041C><U+0430><U+043A><U+0435><U+0434><U+043E><U+043D><U+0438><U+044F>,,109,0,0,5,8,95,0,0
198,323600150,Macedonia,Skopje,<U+0420><U+0435><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041C><U+0430><U+043A><U+0435><U+0434><U+043E><U+043D><U+0438><U+044F>,,206,8,25,16,36,86,6,1
199,325100181,South Africa,Capetown,<U+0420><U+0435><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+042E><U+0436><U+043D><U+0430> <U+0410><U+0444><U+0440><U+0438><U+043A><U+0430>,,87,5,13,8,17,12,2,0
200,325100180,South Africa,Midrant,<U+0420><U+0435><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+042E><U+0436><U+043D><U+0430> <U+0410><U+0444><U+0440><U+0438><U+043A><U+0430>,,124,7,7,25,25,21,8,2
201,325100179,South Africa,Pretoria,<U+0420><U+0435><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+042E><U+0436><U+043D><U+0430> <U+0410><U+0444><U+0440><U+0438><U+043A><U+0430>,,66,2,6,19,17,8,3,3
202,325200182,Romania,Bucurest,<U+0420><U+0443><U+043C><U+044A><U+043D><U+0438><U+044F>,"<U+0411><U+0443><U+043A><U+0443><U+0440><U+0435><U+0449>	",189,20,42,38,26,22,15,1
203,325300185,Russia,Ekaterinburg,<U+0420><U+0443><U+0441><U+0438><U+044F>,<U+0415><U+043A><U+0430><U+0442><U+0435><U+0440><U+0438><U+043D><U+0431><U+0443>,16,0,3,4,2,2,0,0
204,325300183,Russia,Moscow,<U+0420><U+0443><U+0441><U+0438><U+044F>,"<U+041C><U+043E><U+0441><U+043A><U+0432><U+0430>	",459,14,52,206,30,56,30,6
205,325300184,Russia,St Petersburg,<U+0420><U+0443><U+0441><U+0438><U+044F>,<U+0421><U+0430><U+043D><U+043A><U+0442> <U+041F><U+0435><U+0442><U+0435>,90,7,5,32,12,14,8,0
206,325400191,US,Atlanta,<U+0421><U+0410><U+0429>,"<U+0410><U+0442><U+043B><U+0430><U+043D><U+0442><U+0430>	",337,26,49,127,59,41,11,1
207,325400212,US,Boston,<U+0421><U+0410><U+0429>,"<U+0411><U+043E><U+0441><U+0442><U+044A><U+043D>	",477,21,160,100,88,52,20,0
208,325400186,US,DC,<U+0421><U+0410><U+0429>,"<U+0412><U+0430><U+0448><U+0438><U+043D><U+0433><U+0442><U+043E><U+043D>	",480,16,147,119,100,39,23,5
209,325400213,US,Dallas,<U+0421><U+0410><U+0429>,"<U+0414><U+0430><U+043B><U+0430><U+0441>	",129,10,22,40,26,22,2,0
210,325400194,US,Denver,<U+0421><U+0410><U+0429>,"<U+0414><U+0435><U+043D><U+0432><U+044A><U+0440>	",209,9,55,57,30,33,6,0
211,325400195,US,Des Plaines,<U+0421><U+0410><U+0429>,"<U+0414><U+0435><U+0441> <U+041F><U+043B><U+0435><U+0439><U+043D><U+0441>	",976,46,133,279,229,167,49,1
212,325400196,US,Des Plaines,<U+0421><U+0410><U+0429>,"<U+0414><U+0435><U+0441> <U+041F><U+043B><U+0435><U+0439><U+043D><U+0441>	",500,27,62,180,100,60,27,1
