,section.id,country,city,country_c,city_c,valid,protest,tt,rr,cc,kk,vm,po
213,325400214,US,Detroit,<U+0421><U+0410><U+0429>,"<U+0414><U+0435><U+0442><U+0440><U+043E><U+0439><U+0442>	",156,8,27,32,39,24,13,0
214,325400199,US,Jacksonville,<U+0421><U+0410><U+0429>,"<U+0414><U+0436><U+0430><U+043A><U+0441><U+044A><U+043D><U+0432><U+0438><U+043B>	",60,1,16,16,14,7,2,0
215,325400193,US,Concord,<U+0421><U+0410><U+0429>,"<U+041A><U+043E><U+043D><U+043A><U+043E><U+0440><U+0434>	",141,10,27,26,40,19,8,0
216,325400200,US,Las Vegas,<U+0421><U+0410><U+0429>,"<U+041B><U+0430><U+0441> <U+0412><U+0435><U+0433><U+0430><U+0441>	",304,22,33,92,64,57,14,0
217,325400201,US,Linden,<U+0421><U+0410><U+0429>,"<U+041B><U+0438><U+043D><U+0434><U+0435><U+043D>	",137,6,33,45,24,10,8,1
218,325400190,US,Los Angeles,<U+0421><U+0410><U+0429>,<U+041B><U+043E><U+0441> <U+0410><U+043D><U+0434><U+0436><U+0435><U+043B><U+0438><U+0441>,209,12,81,38,43,21,4,1
219,325400202,US,Naples,<U+0421><U+0410><U+0429>,"<U+041D><U+0435><U+0439><U+043F><U+044A><U+043B><U+0441>	",110,4,20,23,24,10,15,1
220,325400215,US,Norwolk,<U+0421><U+0410><U+0429>,"<U+041D><U+043E><U+0440><U+0443><U+043E><U+043B><U+043A>	",116,9,27,38,20,7,5,0
221,325400187,US,New York,<U+0421><U+0410><U+0429>,"<U+041D><U+044E> <U+0419><U+043E><U+0440><U+043A>	",159,5,66,35,31,8,5,2
222,325400188,US,New York,<U+0421><U+0410><U+0429>,"<U+041D><U+044E> <U+0419><U+043E><U+0440><U+043A>	",328,10,105,78,56,38,12,2
223,325400203,US,New York,<U+0421><U+0410><U+0429>,"<U+041D><U+044E> <U+0419><U+043E><U+0440><U+043A>	",145,0,41,46,23,16,6,0
224,325400204,US,Orlando,<U+0421><U+0410><U+0429>,"<U+041E><U+0440><U+043B><U+0430><U+043D><U+0434><U+043E>	",98,5,16,36,19,12,5,0
225,325400216,US,Pittsburg,<U+0421><U+0410><U+0429>,"<U+041F><U+0438><U+0442><U+0441><U+0431><U+044A><U+0440><U+0433>	",73,5,23,10,18,7,2,1
226,325400217,US,Richmond,<U+0421><U+0410><U+0429>,"<U+0420><U+0438><U+0447><U+043C><U+044A><U+043D><U+0434>	",96,4,26,26,13,8,7,1
227,325400207,US,Sacramento,<U+0421><U+0410><U+0429>,"<U+0421><U+0430><U+043A><U+0440><U+0430><U+043C><U+0435><U+043D><U+0442><U+043E>	",73,0,17,26,16,4,2,0
228,325400210,US,San Antonio,<U+0421><U+0410><U+0429>,"<U+0421><U+0430><U+043D> <U+0410><U+043D><U+0442><U+043E><U+043D><U+0438><U+043E>	",79,3,26,21,10,8,6,0
229,325400211,US,San Diego,<U+0421><U+0410><U+0429>,"<U+0421><U+0430><U+043D> <U+0414><U+0438><U+0435><U+0433><U+043E>	",146,7,50,41,14,18,5,0
230,325400218,US,San Francisco,<U+0421><U+0410><U+0429>,<U+0421><U+0430><U+043D> <U+0424><U+0440><U+0430><U+043D><U+0446><U+0438><U+0441><U+043A>,143,7,65,19,24,11,5,0
231,325400208,US,St Petersburg,<U+0421><U+0410><U+0429>,<U+0421><U+0435><U+0439><U+043D><U+0442> <U+041F><U+0438><U+0442><U+044A><U+0440><U+0441>,228,18,32,70,48,27,20,1
232,325400219,US,Seattle,<U+0421><U+0410><U+0429>,"<U+0421><U+0438><U+0430><U+0442><U+044A><U+043B>	",288,18,63,77,61,31,12,1
233,325400192,US,Cincinnatti,<U+0421><U+0410><U+0429>,"<U+0421><U+0438><U+043D><U+0441><U+0438><U+043D><U+0430><U+0442><U+0438>	",105,6,19,24,28,10,5,0
234,325400209,US,Sunnyvale,<U+0421><U+0410><U+0429>,"<U+0421><U+044A><U+043D><U+0438><U+0432><U+0435><U+0439><U+043B>	",230,13,81,62,34,21,5,3
235,325400205,US,Philadelphia,<U+0421><U+0410><U+0429>,"<U+0424><U+0438><U+043B><U+0430><U+0434><U+0435><U+043B><U+0444><U+0438><U+044F>	",166,4,49,37,36,25,0,0
236,325400206,US,Phoenix,<U+0421><U+0410><U+0429>,"<U+0424><U+0438><U+043D><U+0438><U+043A><U+0441>	",164,8,29,41,46,19,10,0
237,325400220,US,Ft Lauderdale,<U+0421><U+0410><U+0429>,<U+0424><U+043E><U+0440><U+0434> <U+041B><U+043E><U+0434><U+044A><U+0440><U+0434><U+0435>,174,6,35,42,45,22,5,1
238,325400197,US,Houston,<U+0421><U+0410><U+0429>,"<U+0425><U+044E><U+0441><U+0442><U+044A><U+043D>	",145,1,47,29,25,15,10,2
239,325400189,US,Chicago,<U+0421><U+0410><U+0429>,"<U+0427><U+0438><U+043A><U+0430><U+0433><U+043E>	",143,2,50,25,35,11,8,0
240,325400198,US,Irvine,<U+0421><U+0410><U+0429>,"<U+042A><U+0440><U+0432><U+0430><U+0439><U+043D>	",155,4,50,44,30,13,2,1
241,325500221,Singapore,Sinapore,<U+0421><U+0438><U+043D><U+0433><U+0430><U+043F><U+0443><U+0440>,<U+0421><U+0438><U+043D><U+0433><U+0430><U+043F><U+0443>,79,2,45,13,10,2,0,0
242,325600222,Slovakia,Bratislava,<U+0421><U+043B><U+043E><U+0432><U+0430><U+043A><U+0438><U+044F>,<U+0411><U+0440><U+0430><U+0442><U+0438><U+0441><U+043B>,211,17,56,42,32,27,12,0
243,325700223,Slovenia,Ljubljana,<U+0421><U+043B><U+043E><U+0432><U+0435><U+043D><U+0438><U+044F>,<U+041B><U+044E><U+0431><U+043B><U+044F><U+043D><U+0430>,133,8,18,21,31,22,20,0
244,325800224,Serbia,Beograd,<U+0421><U+044A><U+0440><U+0431><U+0438><U+044F>,"<U+0411><U+0435><U+043B><U+0433><U+0440><U+0430><U+0434>	",121,8,20,27,24,21,3,1
245,325800226,Serbia,Bosilegrad,<U+0421><U+044A><U+0440><U+0431><U+0438><U+044F>,<U+0411><U+043E><U+0441><U+0438><U+043B><U+0435><U+0433><U+0440><U+0430>,212,5,16,8,83,61,9,0
246,325800227,Serbia,Dimtrovgrad,<U+0421><U+044A><U+0440><U+0431><U+0438><U+044F>,<U+0414><U+0438><U+043C><U+0438><U+0442><U+0440><U+043E><U+0432><U+0433>,230,11,20,37,78,56,3,2
247,325800225,Serbia,Nish,<U+0421><U+044A><U+0440><U+0431><U+0438><U+044F>,"<U+041D><U+0438><U+0448>	",53,3,7,8,19,9,2,0
248,325900228,Tunisia,Tunis,<U+0422><U+0443><U+043D><U+0438><U+0441>,"<U+0422><U+0443><U+043D><U+0438><U+0441>	",47,2,7,10,11,7,2,0
249,326000229,Turkey,Ankara,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0410><U+043D><U+043A><U+0430><U+0440><U+0430>	",215,7,6,24,110,5,3,38
250,326000233,Turkey,Ankara,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0410><U+043D><U+043A><U+0430><U+0440><U+0430>	",558,12,6,12,401,1,7,113
251,326000232,Turkey,Bursa,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0411><U+0443><U+0440><U+0441><U+0430>	",818,6,17,14,475,1,7,264
252,326000248,Turkey,Bursa,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0411><U+0443><U+0440><U+0441><U+0430>	",1077,7,0,5,442,0,1,597
253,326000249,Turkey,Bursa,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0411><U+0443><U+0440><U+0441><U+0430>	",830,3,13,7,265,3,10,506
254,326000250,Turkey,Bursa,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0411><U+0443><U+0440><U+0441><U+0430>	",964,4,5,3,750,1,1,175
255,326000251,Turkey,Bursa,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0411><U+0443><U+0440><U+0441><U+0430>	",880,5,2,14,335,1,11,486
256,326000252,Turkey,Bursa,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0411><U+0443><U+0440><U+0441><U+0430>	",737,1,1,1,408,1,3,296
257,326000253,Turkey,Bursa,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0411><U+0443><U+0440><U+0441><U+0430>	",322,1,1,5,154,0,4,143
258,326000254,Turkey,Bursa,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0411><U+0443><U+0440><U+0441><U+0430>	",832,3,1,6,427,1,3,355
259,326000256,Turkey,Buyukkaristiran,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,<U+0411><U+0443><U+044E><U+0443><U+043A><U+043A><U+0430><U+0440><U+044A>,475,1,2,0,383,0,1,79
260,326000257,Turkey,Ergene,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0415><U+0440><U+0433><U+0435><U+043D><U+0435>	",959,11,3,7,252,1,16,635
261,326000258,Turkey,Izmir,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0415><U+0440><U+0433><U+0435><U+043D><U+0435>	",615,5,1,3,119,2,6,458
262,326000234,Turkey,Izmir,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0418><U+0437><U+043C><U+0438><U+0440>	",1173,5,11,7,798,4,2,337
263,326000235,Turkey,Izmir,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0418><U+0437><U+043C><U+0438><U+0440>	",1150,7,5,8,508,0,0,592
264,326000236,Turkey,Izmir,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0418><U+0437><U+043C><U+0438><U+0440>	",848,4,7,3,494,2,4,302
265,326000237,Turkey,Izmir,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0418><U+0437><U+043C><U+0438><U+0440>	",881,2,10,3,547,1,7,292
266,326000238,Turkey,Izmir,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0418><U+0437><U+043C><U+0438><U+0440>	",891,4,5,5,663,2,1,184
267,326000239,Turkey,Izmir,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0418><U+0437><U+043C><U+0438><U+0440>	",919,13,6,15,649,0,4,196
268,326000230,Turkey,Istanbul,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0418><U+0441><U+0442><U+0430><U+043D><U+0431><U+0443><U+043B>	",289,14,9,26,109,4,17,94
269,326000240,Turkey,Istanbul,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0418><U+0441><U+0442><U+0430><U+043D><U+0431><U+0443><U+043B>	",923,14,8,19,257,1,12,578
270,326000241,Turkey,Istanbul,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0418><U+0441><U+0442><U+0430><U+043D><U+0431><U+0443><U+043B>	",1101,21,5,41,212,1,41,737
271,326000242,Turkey,Istanbul,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0418><U+0441><U+0442><U+0430><U+043D><U+0431><U+0443><U+043B>	",863,4,0,10,139,1,12,676
272,326000243,Turkey,Istanbul,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0418><U+0441><U+0442><U+0430><U+043D><U+0431><U+0443><U+043B>	",640,6,2,15,231,3,21,335
273,326000244,Turkey,Istanbul,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0418><U+0441><U+0442><U+0430><U+043D><U+0431><U+0443><U+043B>	",304,3,1,3,100,3,3,174
274,326000245,Turkey,Istanbul,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0418><U+0441><U+0442><U+0430><U+043D><U+0431><U+0443><U+043B>	",555,1,12,10,108,5,11,393
275,326000259,Turkey,Capakli,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+041A><U+0430><U+043F><U+0430><U+043A><U+043B><U+044A>	",1325,7,2,4,113,2,11,1175
276,326000246,Turkey,Kocaeli,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+041A><U+043E><U+0434><U+0436><U+0430><U+0435><U+043B><U+0438>	",730,3,5,6,435,2,5,261
277,326000247,Turkey,Kocaeli,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+041A><U+043E><U+0434><U+0436><U+0430><U+0435><U+043B><U+0438>	",1202,10,5,13,847,1,2,293
278,326000260,Turkey,Luleburgas,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,<U+041B><U+044E><U+043B><U+0435><U+0431><U+0443><U+0440><U+0433><U+0430>,692,2,9,3,496,1,9,143
279,326000231,Turkey,Ederne,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+041E><U+0434><U+0440><U+0438><U+043D>	",593,8,4,15,298,5,19,193
280,326000261,Turkey,Tekirda,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0422><U+0435><U+043A><U+0438><U+0440><U+0434><U+0430>	",738,3,16,3,215,1,12,437
281,326000262,Turkey,Corlu,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0427><U+043E><U+0440><U+043B><U+0443>	",2024,11,12,8,264,1,25,1644
282,326000263,Turkey,Corlu,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+0427><U+043E><U+0440><U+043B><U+0443>	",1474,16,9,18,149,6,29,1179
283,326000255,Turkey,Yalova,<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>,"<U+042F><U+043B><U+043E><U+0432><U+0430>	",1031,6,0,1,372,1,2,633
284,326300267,Uzbekistan,Tashkent,<U+0423><U+0437><U+0431><U+0435><U+043A><U+0438><U+0441><U+0442><U+0430><U+043D>,<U+0422><U+0430><U+0448><U+043A><U+0435>,15,4,1,2,5,1,0,0
285,326200265,Urkaine,Kiev,<U+0423><U+043A><U+0440><U+0430><U+0439><U+043D><U+0430>,"<U+041A><U+0438><U+0435><U+0432>	",86,1,21,27,18,3,5,0
286,326200266,Urkaine,Odessa,<U+0423><U+043A><U+0440><U+0430><U+0439><U+043D><U+0430>,"<U+041E><U+0434><U+0435><U+0441><U+0430>	",56,1,8,17,14,7,6,0
287,326100264,Hungary,Budapest,<U+0423><U+043D><U+0433><U+0430><U+0440><U+0438><U+044F>,<U+0411><U+0443><U+0434><U+0430><U+043F><U+0435><U+0449><U+0430>,187,8,54,33,25,34,7,1
288,326600287,Finland,Tampere,<U+0424><U+0438><U+043D><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>,<U+0422><U+0430><U+043C><U+043F><U+0435><U+0440>,90,11,23,13,11,16,8,1
289,326600286,Finland,Helsinki,<U+0424><U+0438><U+043D><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>,<U+0425><U+0435><U+043B><U+0437><U+0438><U+043D>,218,14,32,40,46,51,15,3
290,326400268,Germany,Berlin,<U+0424><U+0420> <U+0413><U+0435><U+0440><U+043C><U+0430><U+043D><U+0438><U+044F>,<U+0411><U+0435><U+0440><U+043B>,763,43,236,160,104,85,45,5
291,326400305,Germany,Berlin,<U+0424><U+0420> <U+0413><U+0435><U+0440><U+043C><U+0430><U+043D><U+0438><U+044F>,<U+0411><U+0435><U+0440><U+043B>,815,61,246,149,112,104,48,10
292,326400272,Germany,Darmstadt,<U+0424><U+0420> <U+0413><U+0435><U+0440><U+043C><U+0430><U+043D><U+0438><U+044F>,<U+0414><U+0430><U+0440><U+043C>,514,35,142,87,59,67,50,7
293,326400273,Germany,Magdeburg,<U+0424><U+0420> <U+0413><U+0435><U+0440><U+043C><U+0430><U+043D><U+0438><U+044F>,<U+041C><U+0430><U+0433><U+0434>,245,15,62,42,41,29,22,1
294,326400275,Germany,Munster,<U+0424><U+0420> <U+0413><U+0435><U+0440><U+043C><U+0430><U+043D><U+0438><U+044F>,<U+041C><U+044E><U+043D><U+0441>,681,43,184,127,89,82,55,8
295,326400269,Germany,Munich,<U+0424><U+0420> <U+0413><U+0435><U+0440><U+043C><U+0430><U+043D><U+0438><U+044F>,<U+041C><U+044E><U+043D><U+0445>,643,29,220,137,95,61,40,1
296,326400306,Germany,Munich,<U+0424><U+0420> <U+0413><U+0435><U+0440><U+043C><U+0430><U+043D><U+0438><U+044F>,<U+041C><U+044E><U+043D><U+0445>,823,44,215,162,128,116,54,4
297,326400307,Germany,Munich,<U+0424><U+0420> <U+0413><U+0435><U+0440><U+043C><U+0430><U+043D><U+0438><U+044F>,<U+041C><U+044E><U+043D><U+0445>,622,44,165,101,97,94,48,5
298,326400270,Germany,Frankfurt am Mein,<U+0424><U+0420> <U+0413><U+0435><U+0440><U+043C><U+0430><U+043D><U+0438><U+044F>,<U+0424><U+0440><U+0430><U+043D>,719,42,200,156,89,86,53,6
299,326400308,Germany,Frankfurt am Mein,<U+0424><U+0420> <U+0413><U+0435><U+0440><U+043C><U+0430><U+043D><U+0438><U+044F>,<U+0424><U+0440><U+0430><U+043D>,643,52,163,140,92,80,48,2
300,326400271,Germany,Hamburg,<U+0424><U+0420> <U+0413><U+0435><U+0440><U+043C><U+0430><U+043D><U+0438><U+044F>,<U+0425><U+0430><U+043C><U+0431>,682,56,130,129,129,81,52,6
301,326400274,Germany,Stuttgart,<U+0424><U+0420> <U+0413><U+0435><U+0440><U+043C><U+0430><U+043D><U+0438><U+044F>,<U+0429><U+0443><U+0442><U+0433>,648,43,173,125,106,88,52,6
302,326500281,France,Bordeaux,<U+0424><U+0440><U+0430><U+043D><U+0446><U+0438><U+044F>,"<U+0411><U+043E><U+0440><U+0434><U+043E>	",149,15,22,29,30,24,9,6
303,326500282,France,Lilles,<U+0424><U+0440><U+0430><U+043D><U+0446><U+0438><U+044F>,"<U+041B><U+0438><U+043B>	",96,7,23,21,14,13,2,2
304,326500285,France,Lyonnes,<U+0424><U+0440><U+0430><U+043D><U+0446><U+0438><U+044F>,"<U+041B><U+0438><U+043E><U+043D>	",323,22,49,77,66,36,23,2
305,326500278,France,Montpelier,<U+0424><U+0440><U+0430><U+043D><U+0446><U+0438><U+044F>,<U+041C><U+043E><U+043D><U+043F><U+0435><U+043B><U+0438><U+0435>,140,9,33,35,22,14,10,2
306,326500279,France,Nantes,<U+0424><U+0440><U+0430><U+043D><U+0446><U+0438><U+044F>,"<U+041D><U+0430><U+043D><U+0442>	",98,9,23,15,12,11,18,2
307,326500283,France,Nice,<U+0424><U+0440><U+0430><U+043D><U+0446><U+0438><U+044F>,"<U+041D><U+0438><U+0446><U+0430>	",314,21,62,68,71,33,28,0
308,326500276,France,Paris,<U+0424><U+0440><U+0430><U+043D><U+0446><U+0438><U+044F>,"<U+041F><U+0430><U+0440><U+0438><U+0436>	",1210,95,326,250,187,135,65,19
309,326500280,France,Saint-Nazaire,<U+0424><U+0440><U+0430><U+043D><U+0446><U+0438><U+044F>,<U+0421><U+0435><U+043D>-<U+041D><U+0430><U+0437><U+0435>,209,17,10,40,33,19,63,7
310,326500277,France,Strasbourg,<U+0424><U+0440><U+0430><U+043D><U+0446><U+0438><U+044F>,<U+0421><U+0442><U+0440><U+0430><U+0441><U+0431><U+0443><U+0440>,392,28,100,83,55,43,20,1
311,326500284,France,Toulouse,<U+0424><U+0440><U+0430><U+043D><U+0446><U+0438><U+044F>,"<U+0422><U+0443><U+043B><U+0443><U+0437><U+0430>	",186,16,38,38,36,20,12,2
312,326700288,Croatia,Zagreb,<U+0425><U+044A><U+0440><U+0432><U+0430><U+0442><U+0438><U+044F>,"<U+0417><U+0430><U+0433><U+0440><U+0435><U+0431>	",39,3,13,10,3,2,0,1
313,326800289,Montenegro,Podgorica,<U+0427><U+0435><U+0440><U+043D><U+0430> <U+0433><U+043E><U+0440><U+0430>,<U+041F><U+043E><U+0434><U+0433><U+043E>,13,1,3,4,4,1,0,0
314,326900291,Czech Republic,Brno,<U+0427><U+0435><U+0448><U+043A><U+0430> <U+0440><U+0435><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>,,175,15,49,25,24,26,8,0
315,326900290,Czech Republic,Prague,<U+0427><U+0435><U+0448><U+043A><U+0430> <U+0440><U+0435><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>,,712,44,124,138,131,134,44,2
316,327000296,Switzerland,Basel,<U+0428><U+0432><U+0435><U+0439><U+0446><U+0430><U+0440><U+0438><U+044F>,"<U+0411><U+0430><U+0437><U+0435><U+043B>	",206,15,72,34,40,16,7,1
317,327000292,Switzerland,Bern,<U+0428><U+0432><U+0435><U+0439><U+0446><U+0430><U+0440><U+0438><U+044F>,"<U+0411><U+0435><U+0440><U+043D>	",189,9,51,33,35,20,11,1
318,327000293,Switzerland,Geneva,<U+0428><U+0432><U+0435><U+0439><U+0446><U+0430><U+0440><U+0438><U+044F>,<U+0416><U+0435><U+043D><U+0435><U+0432><U+0430>,322,15,103,64,66,32,10,1
319,327000294,Switzerland,Lausanne,<U+0428><U+0432><U+0435><U+0439><U+0446><U+0430><U+0440><U+0438><U+044F>,<U+041B><U+043E><U+0437><U+0430><U+043D><U+0430>,125,10,49,17,15,19,2,0
320,327000295,Switzerland,St Galenne,<U+0428><U+0432><U+0435><U+0439><U+0446><U+0430><U+0440><U+0438><U+044F>,<U+0421><U+0430><U+043D><U+043A><U+0442> ,60,1,13,13,7,10,5,0
321,327000297,Switzerland,Zurich,<U+0428><U+0432><U+0435><U+0439><U+0446><U+0430><U+0440><U+0438><U+044F>,"<U+0426><U+044E><U+0440><U+0438><U+0445>	",543,38,204,78,55,71,35,2
322,327100299,Sweden,Goteborgs,<U+0428><U+0432><U+0435><U+0446><U+0438><U+044F>,<U+0413><U+044C><U+043E><U+0442><U+0435><U+0431><U+043E><U+0440><U+0433>,108,6,31,9,31,7,5,1
323,327100300,Sweden,Malmo,<U+0428><U+0432><U+0435><U+0446><U+0438><U+044F>,"<U+041C><U+0430><U+043B><U+043C><U+044C><U+043E>	",125,7,24,25,43,10,6,0
324,327100298,Sweden,Stockholm,<U+0428><U+0432><U+0435><U+0446><U+0438><U+044F>,"<U+0421><U+0442><U+043E><U+043A><U+0445><U+043E><U+043B><U+043C>	",369,20,103,63,75,45,17,16
325,327200301,Japan,Tokyo,<U+042F><U+043F><U+043E><U+043D><U+0438><U+044F>,"<U+0422><U+043E><U+043A><U+0438><U+043E>	",74,5,35,14,2,4,1,0
